Id,Year,Total,White,Black or African American,Hispanic,Asian
1500000US220710106002,2010,655,366,255,35,8
1500000US220710107001,2010,828,641,137,43,15
1500000US220710107002,2010,936,668,212,55,14
1500000US220710108001,2010,480,459,15,25,6
1500000US220710108002,2010,932,797,86,48,15
1500000US220710109001,2010,534,130,360,51,6
1500000US220710109002,2010,1001,762,199,54,13
1500000US220710109003,2010,824,723,67,36,8
1500000US220710109004,2010,449,174,252,14,8
1500000US220710111001,2010,552,77,438,44,0
1500000US220710111002,2010,637,158,462,28,5
1500000US220710111003,2010,526,134,347,43,2
1500000US220710112001,2010,613,425,139,39,15
1500000US220710112002,2010,670,352,277,51,4
1500000US220710114001,2010,820,740,38,56,14
1500000US220710114002,2010,1056,981,38,34,10
1500000US220710115001,2010,673,649,2,22,12
1500000US220710115002,2010,837,728,85,39,10
1500000US220710116001,2010,713,667,22,19,13
1500000US220710116002,2010,734,691,20,26,19
1500000US220710117001,2010,692,655,8,41,18
1500000US220710117002,2010,572,549,2,8,14
1500000US220710117003,2010,693,679,2,17,7
1500000US220710117004,2010,967,912,19,35,20
1500000US220710119001,2010,524,468,21,17,15
1500000US220710119002,2010,696,622,11,63,31
1500000US220710119003,2010,521,469,7,29,20
1500000US220710120001,2010,943,856,49,44,16
1500000US220710120002,2010,553,491,43,30,14
1500000US220710121011,2010,1004,855,55,59,41
1500000US220710121012,2010,1851,1574,110,96,100
1500000US220710121021,2010,1982,1690,102,67,117
1500000US220710121022,2010,1106,818,189,126,30
1500000US220710121023,2010,804,723,29,60,23
1500000US220710122001,2010,1078,880,121,64,28
1500000US220710122002,2010,890,749,64,41,42
1500000US220710123001,2010,490,44,417,37,3
1500000US220710123002,2010,705,207,435,44,12
1500000US220710123003,2010,705,515,131,75,15
1500000US220710124001,2010,612,179,400,30,18
1500000US220710124002,2010,1008,563,388,46,14
1500000US220710125001,2010,620,535,34,41,26
1500000US220710125002,2010,1114,684,350,55,37
1500000US220710126001,2010,667,553,81,29,17
1500000US220710126002,2010,670,484,117,34,38
1500000US220710126003,2010,605,520,33,44,23
1500000US220710127001,2010,685,389,249,42,16
1500000US220710127002,2010,523,286,213,14,19
1500000US220710127003,2010,619,439,110,37,40
1500000US220710127004,2010,484,420,42,25,3
1500000US220710128001,2010,711,459,199,48,24
1500000US220710128002,2010,550,422,49,40,46
1500000US220710128003,2010,900,646,171,75,23
1500000US220710129001,2010,796,626,121,35,23
1500000US220710129002,2010,601,240,339,25,5
1500000US220710130001,2010,464,210,236,11,5
1500000US220710130002,2010,537,216,290,31,11
1500000US220710130003,2010,489,140,308,21,3
1500000US220710131001,2010,372,15,355,2,0
1500000US220710131002,2010,468,23,410,40,0
1500000US220710131003,2010,305,17,282,10,0
1500000US220710131004,2010,280,12,261,13,0
1500000US220710132001,2010,443,141,289,6,0
1500000US220710132002,2010,809,158,609,60,4
1500000US220710132003,2010,700,145,520,40,4
1500000US220710132004,2010,505,262,224,4,5
1500000US220710133011,2010,849,799,8,48,27
1500000US220710133012,2010,1364,1270,28,59,35
1500000US220710133013,2010,562,532,16,23,5
1500000US220710133014,2010,678,626,22,38,18
1500000US220710133021,2010,1668,877,561,174,124
1500000US220710133022,2010,796,649,83,22,34
1500000US220710134001,2010,515,451,35,30,22
1500000US220710134002,2010,737,427,279,38,16
1500000US220710134003,2010,1024,630,221,66,133
1500000US220710135001,2010,435,346,26,23,46
1500000US220710135002,2010,571,512,26,25,10
1500000US220710135003,2010,654,586,36,26,11
1500000US220710135004,2010,678,629,23,24,6
1500000US220710136001,2010,458,272,163,23,2
1500000US220710136002,2010,475,73,382,14,7
1500000US220710137001,2010,0,0,0,0,0
1500000US220710137002,2010,308,6,292,6,0
1500000US220710137003,2010,792,4,773,1,0
1500000US220710137004,2010,905,36,850,23,0
1500000US220710138001,2010,237,3,229,2,0
1500000US220710138002,2010,166,10,153,1,1
1500000US220710138003,2010,571,41,509,24,0
1500000US220710139001,2010,827,475,236,127,33
1500000US220710139002,2010,697,394,257,36,12
1500000US220710140001,2010,308,3,301,5,1
1500000US220710140002,2010,577,8,564,3,0
1500000US220710140003,2010,595,54,511,35,1
1500000US220710140004,2010,119,1,106,11,0
1500000US220710141001,2010,758,142,587,23,5
1500000US220710141002,2010,287,80,189,16,0
1500000US220710141003,2010,1116,152,916,34,26
1500000US220710142001,2010,497,129,328,40,7
1500000US220710142002,2010,735,441,246,48,9
1500000US220710142003,2010,447,189,240,20,1
1500000US220710143001,2010,143,1,140,1,0
1500000US220710143002,2010,2,0,2,0,0
1500000US220710143003,2010,799,20,740,59,4
1500000US220710144001,2010,255,140,99,15,5
1500000US220710144002,2010,639,283,310,49,1
1500000US220710144003,2010,672,441,183,52,7
1500000US220710145001,2010,3059,419,2589,136,7
1500000US220719800001,2010,4,4,0,1,0
1500000US220719801001,2010,4,0,4,0,0
1500000US220719900000,2010,0,0,0,0,0
1500000US220510201011,2010,1415,1197,68,215,37
1500000US220510201012,2010,1333,1293,3,71,16
1500000US220510201021,2010,1208,1104,37,50,43
1500000US220510201022,2010,942,889,8,42,18
1500000US220510201023,2010,826,798,1,21,14
1500000US220510202011,2010,790,543,109,80,83
1500000US220510202012,2010,1288,948,140,170,101
1500000US220510202021,2010,2255,740,623,998,153
1500000US220510202022,2010,938,450,209,316,62
1500000US220510202031,2010,1889,1145,270,583,156
1500000US220510202032,2010,2796,2475,28,212,182
1500000US220510202033,2010,1351,1179,31,88,105
1500000US220510202034,2010,1117,1013,13,108,70
1500000US220510203011,2010,1230,1139,9,59,48
1500000US220510203012,2010,1996,1810,18,105,115
1500000US220510203021,2010,1830,1536,73,218,128
1500000US220510203022,2010,1659,1460,27,248,95
1500000US220510203023,2010,849,701,33,127,68
1500000US220510203024,2010,938,817,20,130,52
1500000US220510203031,2010,1162,1000,38,153,37
1500000US220510203032,2010,1654,1415,113,132,85
1500000US220510203033,2010,920,810,32,96,29
1500000US220510204001,2010,1394,1312,11,100,52
1500000US220510204002,2010,1736,1604,32,91,71
1500000US220510205021,2010,1024,586,149,443,26
1500000US220510205022,2010,2579,1905,180,975,65
1500000US220510205023,2010,2784,1584,687,850,107
1500000US220510205051,2010,1002,31,935,62,0
1500000US220510205052,2010,877,156,604,169,0
1500000US220510205061,2010,1303,955,76,512,79
1500000US220510205062,2010,1413,956,211,413,68
1500000US220510205063,2010,1514,1223,92,323,103
1500000US220510205071,2010,2203,1553,381,411,93
1500000US220510205072,2010,2040,1639,131,549,53
1500000US220510205081,2010,2145,1456,349,570,42
1500000US220510205082,2010,1770,1065,373,640,30
1500000US220510205083,2010,1779,1367,243,234,78
1500000US220510205084,2010,1749,1290,161,389,126
1500000US220510205111,2010,1666,960,492,430,55
1500000US220510205112,2010,1396,986,180,200,153
1500000US220510205113,2010,1039,805,76,141,96
1500000US220510205121,2010,1226,956,118,188,94
1500000US220510205122,2010,1499,1009,193,271,159
1500000US220510205131,2010,991,802,88,106,43
1500000US220510205132,2010,1777,828,665,386,72
1500000US220510205133,2010,1255,813,236,357,75
1500000US220510205134,2010,1021,768,130,173,75
1500000US220510205141,2010,1401,1338,0,89,37
1500000US220510205142,2010,1019,939,8,54,60
1500000US220510205143,2010,1356,1188,19,133,91
1500000US220510205151,2010,841,681,109,78,18
1500000US220510205152,2010,1331,889,210,515,39
1500000US220510205153,2010,863,599,136,223,50
1500000US220510205161,2010,1987,583,732,1054,16
1500000US220510205162,2010,1524,946,326,448,27
1500000US220510205163,2010,1106,609,270,403,18
1500000US220510205171,2010,1191,732,291,178,70
1500000US220510205172,2010,1639,1399,72,110,135
1500000US220510205173,2010,1035,883,57,109,69
1500000US220510206001,2010,769,347,341,162,4
1500000US220510206002,2010,871,127,628,163,1
1500000US220510206003,2010,1936,279,1225,552,10
1500000US220510206004,2010,1380,165,1044,291,0
1500000US220510207001,2010,1191,469,589,174,8
1500000US220510210001,2010,948,682,210,119,6
1500000US220510210002,2010,816,441,282,170,13
1500000US220510210003,2010,661,450,194,71,1
1500000US220510211001,2010,803,532,161,176,15
1500000US220510211002,2010,669,568,53,93,6
1500000US220510211003,2010,726,628,25,122,11
1500000US220510212001,2010,1355,762,396,380,21
1500000US220510212002,2010,1126,919,73,206,36
1500000US220510213001,2010,1411,1273,49,180,24
1500000US220510213002,2010,760,659,31,121,16
1500000US220510213003,2010,727,622,26,60,51
1500000US220510214001,2010,1176,1068,31,95,38
1500000US220510214002,2010,938,843,25,105,30
1500000US220510215001,2010,882,651,156,154,26
1500000US220510215002,2010,1965,838,810,360,140
1500000US220510216001,2010,1458,977,306,243,29
1500000US220510216002,2010,1478,1261,82,225,26
1500000US220510216003,2010,2648,1870,271,911,75
1500000US220510216004,2010,1148,682,288,176,68
1500000US220510217001,2010,969,758,56,165,53
1500000US220510217002,2010,811,552,116,184,38
1500000US220510217003,2010,1642,1001,282,438,75
1500000US220510217004,2010,1280,1080,79,207,31
1500000US220510217005,2010,780,684,26,131,14
1500000US220510218011,2010,1224,1010,75,167,66
1500000US220510218012,2010,1010,748,80,206,65
1500000US220510218031,2010,1531,726,601,334,46
1500000US220510218032,2010,1295,393,705,324,28
1500000US220510218033,2010,1664,663,704,396,82
1500000US220510218041,2010,1982,946,512,777,68
1500000US220510219001,2010,1772,1085,297,383,120
1500000US220510220011,2010,1459,594,623,277,54
1500000US220510220012,2010,1949,888,835,240,80
1500000US220510220013,2010,1247,610,418,314,42
1500000US220510220021,2010,1264,1205,12,76,15
1500000US220510220022,2010,1332,1280,6,69,13
1500000US220510221011,2010,1401,1328,4,58,47
1500000US220510221021,2010,1182,1007,117,67,14
1500000US220510221022,2010,1286,1023,96,91,109
1500000US220510222001,2010,1070,1026,17,43,13
1500000US220510222002,2010,558,538,1,27,11
1500000US220510222003,2010,602,562,2,29,17
1500000US220510223011,2010,889,834,2,30,44
1500000US220510223012,2010,993,940,5,56,27
1500000US220510223013,2010,959,778,69,119,69
1500000US220510223021,2010,1085,974,27,106,24
1500000US220510223022,2010,756,677,25,62,9
1500000US220510223031,2010,1442,981,187,320,157
1500000US220510223032,2010,1325,916,178,525,82
1500000US220510224001,2010,1614,1573,6,69,6
1500000US220510224002,2010,1743,1680,9,130,11
1500000US220510225001,2010,936,879,4,51,20
1500000US220510225002,2010,645,607,9,44,8
1500000US220510225003,2010,1177,1114,24,65,15
1500000US220510226001,2010,807,785,2,21,15
1500000US220510226002,2010,895,874,3,27,5
1500000US220510226003,2010,1496,1431,24,52,15
1500000US220510227001,2010,670,642,4,30,7
1500000US220510227002,2010,729,703,5,42,4
1500000US220510227003,2010,656,615,2,38,17
1500000US220510227004,2010,695,674,5,36,2
1500000US220510228001,2010,846,791,9,85,5
1500000US220510228002,2010,1074,994,25,95,5
1500000US220510228003,2010,1041,917,24,143,7
1500000US220510229001,2010,986,914,25,74,4
1500000US220510229002,2010,930,827,53,83,10
1500000US220510229003,2010,1050,896,63,135,18
1500000US220510230011,2010,1835,1770,2,125,29
1500000US220510230021,2010,1320,1240,44,62,27
1500000US220510230022,2010,1461,1307,92,132,7
1500000US220510230023,2010,1630,1505,50,109,30
1500000US220510230031,2010,896,860,7,60,14
1500000US220510230032,2010,1023,951,21,71,20
1500000US220510230033,2010,842,768,30,59,12
1500000US220510231001,2010,1007,836,50,132,46
1500000US220510231002,2010,1379,1296,25,133,9
1500000US220510232001,2010,947,822,51,139,8
1500000US220510232002,2010,1911,1742,69,170,22
1500000US220510233001,2010,939,876,15,112,6
1500000US220510233002,2010,719,662,19,62,12
1500000US220510234001,2010,1178,1095,14,134,27
1500000US220510234002,2010,1086,945,25,131,43
1500000US220510234003,2010,880,841,12,60,5
1500000US220510235001,2010,1705,1486,71,176,52
1500000US220510235002,2010,1470,1339,77,108,16
1500000US220510235003,2010,1268,1189,33,96,13
1500000US220510236001,2010,1723,987,610,228,3
1500000US220510236002,2010,1355,1183,76,195,19
1500000US220510236003,2010,2095,1802,201,234,15
1500000US220510237001,2010,1087,23,1057,11,1
1500000US220510237002,2010,1011,21,946,28,3
1500000US220510238001,2010,2127,1839,200,142,9
1500000US220510238002,2010,1724,438,1207,91,8
1500000US220510239011,2010,1102,1062,15,33,7
1500000US220510239012,2010,1279,1175,45,63,17
1500000US220510239021,2010,831,806,13,30,1
1500000US220510239022,2010,784,761,1,40,11
1500000US220510239023,2010,709,666,6,37,24
1500000US220510239031,2010,906,872,11,40,7
1500000US220510239032,2010,1363,1312,5,63,16
1500000US220510239041,2010,1416,1372,5,77,8
1500000US220510239042,2010,1253,1066,131,84,14
1500000US220510240011,2010,906,879,2,22,11
1500000US220510240012,2010,827,813,7,14,2
1500000US220510240013,2010,1124,1080,17,37,6
1500000US220510240021,2010,833,793,4,41,11
1500000US220510240022,2010,943,922,1,33,12
1500000US220510240023,2010,1212,1176,6,37,7
1500000US220510241001,2010,1631,1537,15,123,21
1500000US220510241002,2010,1801,1562,151,98,23
1500000US220510242011,2010,1404,1195,167,96,6
1500000US220510242012,2010,664,446,179,42,11
1500000US220510242021,2010,1806,1120,416,168,152
1500000US220510242022,2010,1329,797,326,140,128
1500000US220510243001,2010,1072,826,176,95,4
1500000US220510243002,2010,642,586,13,41,13
1500000US220510243003,2010,1111,975,67,107,13
1500000US220510244001,2010,1294,952,271,68,21
1500000US220510244002,2010,558,473,71,27,10
1500000US220510244003,2010,1037,765,200,124,8
1500000US220510245001,2010,1597,1384,115,160,29
1500000US220510246001,2010,567,93,464,12,5
1500000US220510246002,2010,832,140,646,50,13
1500000US220510247001,2010,828,369,395,108,5
1500000US220510247002,2010,856,699,93,58,18
1500000US220510248001,2010,713,698,4,21,2
1500000US220510248002,2010,1551,1529,3,35,4
1500000US220510248003,2010,1072,1011,16,44,24
1500000US220510249001,2010,766,590,112,69,29
1500000US220510249002,2010,987,510,361,198,3
1500000US220510250011,2010,1738,686,705,328,94
1500000US220510250012,2010,1206,788,234,210,46
1500000US220510250013,2010,2601,211,1844,529,53
1500000US220510250014,2010,2044,520,1116,126,301
1500000US220510250021,2010,954,477,339,153,51
1500000US220510250022,2010,910,569,204,146,31
1500000US220510250023,2010,1281,767,277,251,53
1500000US220510250031,2010,1387,1115,135,196,54
1500000US220510250032,2010,1383,461,695,220,57
1500000US220510250033,2010,955,756,92,127,27
1500000US220510251021,2010,769,590,128,29,35
1500000US220510251022,2010,1738,1219,327,149,82
1500000US220510251023,2010,1740,985,471,151,198
1500000US220510251031,2010,1078,521,464,52,66
1500000US220510251032,2010,1348,675,472,185,81
1500000US220510251033,2010,1257,539,530,226,60
1500000US220510251041,2010,2019,899,883,223,66
1500000US220510251042,2010,1674,875,569,258,79
1500000US220510252011,2010,936,552,244,146,36
1500000US220510252012,2010,1633,390,1000,377,27
1500000US220510252021,2010,2487,701,1588,365,32
1500000US220510252022,2010,1100,752,184,262,20
1500000US220510252023,2010,1457,704,450,532,42
1500000US220510252024,2010,1085,939,71,93,21
1500000US220510253001,2010,759,427,213,335,9
1500000US220510253002,2010,1481,1275,111,148,35
1500000US220510254001,2010,2040,769,732,629,158
1500000US220510254002,2010,917,825,49,72,3
1500000US220510254003,2010,844,429,306,136,10
1500000US220510255001,2010,936,499,247,219,76
1500000US220510255002,2010,1733,549,983,372,18
1500000US220510256001,2010,1483,1023,364,121,29
1500000US220510257001,2010,545,37,491,19,3
1500000US220510257002,2010,846,210,576,60,18
1500000US220510258001,2010,767,376,345,34,4
1500000US220510258002,2010,1017,510,451,40,4
1500000US220510259001,2010,1427,733,674,36,4
1500000US220510259002,2010,1198,671,420,135,21
1500000US220510259003,2010,835,530,253,65,1
1500000US220510260001,2010,573,477,48,61,10
1500000US220510260002,2010,642,482,105,69,29
1500000US220510260003,2010,776,527,174,117,11
1500000US220510261001,2010,1665,337,919,601,56
1500000US220510261002,2010,2065,810,830,377,174
1500000US220510261003,2010,1085,272,637,162,50
1500000US220510262001,2010,1316,33,1229,54,5
1500000US220510263001,2010,1001,820,76,54,73
1500000US220510263002,2010,1516,1342,78,117,11
1500000US220510264001,2010,811,708,26,49,32
1500000US220510264002,2010,927,750,57,98,45
1500000US220510265001,2010,1046,901,51,74,32
1500000US220510265002,2010,956,783,140,66,5
1500000US220510266001,2010,643,562,36,47,13
1500000US220510266002,2010,1380,1101,170,110,11
1500000US220510267001,2010,1131,864,140,94,30
1500000US220510267002,2010,717,393,279,28,19
1500000US220510268001,2010,1385,210,1140,29,3
1500000US220510268002,2010,1299,274,832,100,123
1500000US220510269001,2010,853,113,715,12,1
1500000US220510269002,2010,1304,7,1269,14,2
1500000US220510269003,2010,1242,4,1229,3,0
1500000US220510270001,2010,1746,539,957,39,206
1500000US220510270002,2010,2030,694,720,106,548
1500000US220510270003,2010,998,735,194,67,13
1500000US220510270004,2010,1226,707,421,104,19
1500000US220510271001,2010,1302,1141,83,87,18
1500000US220510271002,2010,475,371,62,40,3
1500000US220510271003,2010,835,731,48,54,13
1500000US220510272001,2010,955,816,84,60,2
1500000US220510272002,2010,976,853,70,64,7
1500000US220510272003,2010,1420,663,657,87,10
1500000US220510272004,2010,662,569,72,60,1
1500000US220510272005,2010,1360,758,549,51,5
1500000US220510275011,2010,3511,1597,1648,264,39
1500000US220510275012,2010,3135,1620,1296,260,55
1500000US220510275021,2010,2191,16,2157,14,0
1500000US220510275022,2010,1314,21,1267,37,7
1500000US220510276011,2010,1113,867,187,78,1
1500000US220510276012,2010,1976,988,473,222,370
1500000US220510276013,2010,889,403,333,98,106
1500000US220510276014,2010,1214,508,526,90,120
1500000US220510276021,2010,810,85,689,49,12
1500000US220510276022,2010,746,32,671,17,16
1500000US220510276023,2010,2280,690,1237,137,260
1500000US220510277011,2010,1118,118,955,44,14
1500000US220510277012,2010,1004,61,926,9,1
1500000US220510277013,2010,2745,21,2684,28,4
1500000US220510277014,2010,1084,12,1066,3,1
1500000US220510277031,2010,1916,500,1170,152,164
1500000US220510277032,2010,1080,494,362,224,50
1500000US220510277033,2010,1095,572,383,138,52
1500000US220510278031,2010,1723,269,1145,404,47
1500000US220510278032,2010,1440,612,605,213,88
1500000US220510278041,2010,1877,759,775,160,248
1500000US220510278042,2010,1756,577,913,155,132
1500000US220510278043,2010,1752,850,589,112,254
1500000US220510278044,2010,2527,1373,710,128,344
1500000US220510278051,2010,2663,1336,862,216,327
1500000US220510278052,2010,2345,292,1856,108,95
1500000US220510278053,2010,3929,1180,1834,316,631
1500000US220510278061,2010,946,776,84,73,23
1500000US220510278062,2010,1953,1118,588,211,131
1500000US220510278063,2010,2589,1954,421,197,100
1500000US220510278064,2010,1080,773,196,102,51
1500000US220510278071,2010,1812,884,546,97,343
1500000US220510278072,2010,1900,1265,426,204,89
1500000US220510278073,2010,1355,1018,217,79,81
1500000US220510278074,2010,2176,1399,496,178,170
1500000US220510278075,2010,1599,1167,298,152,80
1500000US220510278091,2010,1788,813,658,381,89
1500000US220510278092,2010,2243,1727,356,146,47
1500000US220510278093,2010,1485,898,426,163,55
1500000US220510278094,2010,1736,1094,497,123,50
1500000US220510278101,2010,1549,241,1057,145,146
1500000US220510278102,2010,1130,183,805,102,77
1500000US220510278103,2010,1608,173,1304,94,69
1500000US220510278111,2010,1094,145,899,71,25
1500000US220510278112,2010,1204,164,960,37,47
1500000US220510278113,2010,1217,130,1005,57,48
1500000US220510278121,2010,2618,210,2262,98,63
1500000US220510278122,2010,1601,100,1406,92,21
1500000US220510279011,2010,674,594,48,17,1
1500000US220510279012,2010,2118,1949,27,84,22
1500000US220510279021,2010,756,700,11,31,1
1500000US220510279022,2010,540,514,0,20,1
1500000US220510279023,2010,1194,1104,30,22,9
1500000US220510280001,2010,1070,895,29,182,4
1500000US220510280002,2010,2565,1917,428,198,99
1500000US220510280003,2010,1506,996,397,110,36
1500000US220510281001,2010,916,58,839,12,0
1500000US220510281002,2010,1190,196,954,41,7
1500000US220510282001,2010,886,452,211,270,13
1500000US220510282002,2010,1596,827,658,180,14
1500000US220510282003,2010,2023,1399,486,263,12
1500000US220519800001,2010,0,0,0,0,0
1500000US220519900000,2010,0,0,0,0,0
1500000US220519901000,2010,0,0,0,0,0
1500000US220710001001,2017,935,735,126,74,0
1500000US220710001002,2017,1333,1151,44,118,7
1500000US220710001003,2017,543,415,28,100,0
1500000US220710002001,2017,496,86,371,36,0
1500000US220710002002,2017,1017,80,901,4,0
1500000US220710003001,2017,684,42,642,0,0
1500000US220710003002,2017,544,85,455,4,0
1500000US220710004001,2017,931,292,557,16,30
1500000US220710004002,2017,1103,3,1087,12,0
1500000US220710006011,2017,273,7,266,0,0
1500000US220710006012,2017,764,9,743,12,0
1500000US220710006021,2017,781,109,491,176,0
1500000US220710006022,2017,728,15,708,0,5
1500000US220710006023,2017,1021,62,942,0,17
1500000US220710006031,2017,291,0,250,10,8
1500000US220710006032,2017,688,0,576,104,8
1500000US220710006041,2017,1463,354,1096,0,0
1500000US220710006042,2017,1857,338,1251,202,0
1500000US220710006043,2017,1039,15,866,158,0
1500000US220710006051,2017,904,73,807,24,0
1500000US220710006052,2017,425,35,390,0,0
1500000US220710006053,2017,992,323,525,138,0
1500000US220710006061,2017,1119,452,622,45,0
1500000US220710006062,2017,1623,362,677,457,58
1500000US220710006063,2017,1817,355,1304,77,59
1500000US220710006071,2017,942,451,477,0,0
1500000US220710006072,2017,1951,459,1118,338,0
1500000US220710006073,2017,2164,1011,856,250,7
1500000US220710006111,2017,2063,9,2050,0,4
1500000US220710006112,2017,3154,5,2439,158,552
1500000US220710006121,2017,1791,1032,478,147,120
1500000US220710006131,2017,1773,34,1709,0,10
1500000US220710006132,2017,1381,145,1146,90,0
1500000US220710006133,2017,2177,270,1896,11,0
1500000US220710006151,2017,1710,529,832,247,102
1500000US220710006152,2017,3193,455,2487,152,35
1500000US220710006161,2017,1351,524,762,8,0
1500000US220710006162,2017,1425,287,1040,64,0
1500000US220710006163,2017,1539,700,570,215,34
1500000US220710006171,2017,1826,236,1458,42,90
1500000US220710006172,2017,3204,125,2847,192,40
1500000US220710006181,2017,2278,821,1248,0,209
1500000US220710006182,2017,2285,507,1718,8,52
1500000US220710007011,2017,105,0,100,0,5
1500000US220710007012,2017,155,0,155,0,0
1500000US220710007013,2017,287,18,240,2,0
1500000US220710007014,2017,362,14,348,0,0
1500000US220710007021,2017,487,67,416,0,0
1500000US220710007022,2017,810,79,617,54,60
1500000US220710007023,2017,60,37,23,0,0
1500000US220710007024,2017,459,127,315,0,0
1500000US220710008001,2017,520,145,375,0,0
1500000US220710008002,2017,729,72,657,0,0
1500000US220710008003,2017,585,7,524,8,13
1500000US220710009011,2017,42,0,42,0,0
1500000US220710009012,2017,181,0,181,0,0
1500000US220710009013,2017,170,0,170,0,0
1500000US220710009014,2017,553,170,383,0,0
1500000US220710009021,2017,122,9,113,0,0
1500000US220710009022,2017,283,4,266,0,0
1500000US220710009023,2017,83,0,83,0,0
1500000US220710009024,2017,171,0,171,0,0
1500000US220710009031,2017,274,3,267,0,0
1500000US220710009032,2017,125,4,121,0,0
1500000US220710009033,2017,129,0,129,0,0
1500000US220710009034,2017,132,0,132,0,0
1500000US220710009041,2017,564,35,503,26,0
1500000US220710009042,2017,450,5,420,15,0
1500000US220710011001,2017,738,199,528,6,0
1500000US220710011002,2017,1138,940,142,32,12
1500000US220710011003,2017,0,0,0,0,0
1500000US220710012001,2017,644,443,136,57,8
1500000US220710012002,2017,587,456,45,75,0
1500000US220710012003,2017,593,459,73,1,0
1500000US220710013011,2017,834,103,713,6,5
1500000US220710013012,2017,368,262,61,27,3
1500000US220710013013,2017,362,139,197,9,0
1500000US220710013014,2017,340,73,220,5,12
1500000US220710013021,2017,533,86,438,9,0
1500000US220710013022,2017,604,91,488,10,0
1500000US220710014011,2017,402,0,402,0,0
1500000US220710014012,2017,321,11,296,14,0
1500000US220710014013,2017,152,0,152,0,0
1500000US220710014014,2017,204,0,204,0,0
1500000US220710014015,2017,186,24,162,0,0
1500000US220710014016,2017,141,0,141,0,0
1500000US220710014021,2017,692,82,489,73,0
1500000US220710014022,2017,296,4,222,70,0
1500000US220710014023,2017,334,13,303,13,0
1500000US220710014024,2017,684,38,566,54,0
1500000US220710015001,2017,460,8,449,0,0
1500000US220710015002,2017,390,120,244,15,0
1500000US220710016001,2017,0,0,0,0,0
1500000US220710017011,2017,973,19,940,14,0
1500000US220710017012,2017,702,20,677,0,0
1500000US220710017013,2017,568,5,551,12,0
1500000US220710017021,2017,657,0,650,0,0
1500000US220710017022,2017,814,13,775,26,0
1500000US220710017023,2017,811,116,695,0,0
1500000US220710017024,2017,988,433,480,4,63
1500000US220710017201,2017,926,0,828,98,0
1500000US220710017202,2017,447,0,425,22,0
1500000US220710017203,2017,1141,30,1111,0,0
1500000US220710017204,2017,669,27,599,0,13
1500000US220710017221,2017,251,0,251,0,0
1500000US220710017222,2017,595,0,595,0,0
1500000US220710017223,2017,1308,0,1286,22,0
1500000US220710017224,2017,495,0,314,181,0
1500000US220710017225,2017,937,28,892,9,0
1500000US220710017226,2017,391,0,391,0,0
1500000US220710017227,2017,372,0,372,0,0
1500000US220710017231,2017,522,0,431,0,91
1500000US220710017232,2017,2054,64,1963,12,2
1500000US220710017233,2017,893,51,842,0,0
1500000US220710017234,2017,1093,25,1068,0,0
1500000US220710017241,2017,944,93,805,22,24
1500000US220710017242,2017,1081,0,1049,0,0
1500000US220710017243,2017,1478,125,1341,12,0
1500000US220710017244,2017,1281,52,1229,0,0
1500000US220710017251,2017,2414,88,1944,289,0
1500000US220710017252,2017,1717,34,1594,89,0
1500000US220710017253,2017,1585,0,1573,0,0
1500000US220710017254,2017,1380,89,1237,54,0
1500000US220710017301,2017,1007,41,882,14,53
1500000US220710017341,2017,977,847,0,23,46
1500000US220710017351,2017,1107,2,1008,59,0
1500000US220710017352,2017,1158,0,1109,42,0
1500000US220710017361,2017,944,6,907,0,0
1500000US220710017362,2017,1237,4,1204,15,0
1500000US220710017371,2017,1866,15,1794,24,5
1500000US220710017372,2017,912,42,864,6,0
1500000US220710017373,2017,633,62,515,0,0
1500000US220710017391,2017,1560,50,1510,0,0
1500000US220710017392,2017,546,0,493,14,0
1500000US220710017401,2017,1285,0,1285,0,0
1500000US220710017402,2017,1697,0,1697,0,0
1500000US220710017403,2017,2025,0,2016,0,0
1500000US220710017411,2017,1568,23,928,31,571
1500000US220710017431,2017,1434,5,1422,0,0
1500000US220710017432,2017,870,33,833,4,0
1500000US220710017441,2017,1149,6,1082,49,0
1500000US220710017442,2017,2007,0,2007,0,0
1500000US220710017443,2017,1706,0,1706,0,0
1500000US220710017451,2017,1959,72,1845,0,0
1500000US220710017452,2017,1566,39,1414,0,88
1500000US220710017461,2017,1061,40,1021,0,0
1500000US220710017462,2017,1439,0,1394,23,0
1500000US220710017463,2017,1778,40,1663,75,0
1500000US220710017471,2017,2705,0,1764,0,822
1500000US220710017472,2017,1602,29,1282,20,207
1500000US220710017481,2017,1562,27,1437,0,98
1500000US220710017482,2017,1084,0,1084,0,0
1500000US220710017483,2017,1292,40,1250,2,0
1500000US220710017484,2017,793,80,510,23,180
1500000US220710017491,2017,1530,0,895,38,597
1500000US220710017492,2017,1576,45,346,273,885
1500000US220710017501,2017,1398,0,449,92,857
1500000US220710017502,2017,828,27,668,86,39
1500000US220710017503,2017,1544,21,260,246,977
1500000US220710017511,2017,753,123,481,127,4
1500000US220710018001,2017,707,520,39,84,28
1500000US220710018002,2017,716,609,17,55,9
1500000US220710019001,2017,312,127,120,11,0
1500000US220710019002,2017,497,81,284,113,16
1500000US220710019003,2017,559,97,393,61,0
1500000US220710020001,2017,444,19,377,37,6
1500000US220710020002,2017,349,64,280,0,0
1500000US220710020003,2017,410,64,329,5,0
1500000US220710021001,2017,536,40,481,11,0
1500000US220710021002,2017,570,3,537,15,0
1500000US220710022001,2017,355,6,341,8,0
1500000US220710022002,2017,695,25,629,30,0
